Id,weekly_Sales
1_98_2013-06-21,11737.35
1_98_2013-06-28,10972.91
1_98_2013-07-05,11737.35
1_98_2013-07-12,11544.63
1_98_2013-07-19,12047.16
1_98_2013-07-26,10477.58
1_99_2012-11-02,120.0
1_99_2012-11-09,125.01
1_99_2012-11-23,2400.0
1_99_2012-11-30,1860.0
1_99_2012-12-07,895.0
1_99_2012-12-14,850.0
1_99_2012-12-21,1310.0
1_99_2012-12-28,1070.0
1_99_2013-01-25,100.0
1_99_2013-02-01,330.0
1_99_2013-02-08,635.0
1_99_2013-02-15,350.0
1_99_2013-03-29,230.0
1_99_2013-04-05,330.0
1_99_2013-04-12,50.0
1_99_2013-04-19,50.02
1_99_2013-04-26,100.0
1_99_2013-05-10,100.0
1_99_2013-05-17,100.0
1_99_2013-05-24,230.0
1_99_2013-05-31,140.0
1_99_2013-06-07,120.0
1_99_2013-06-14,210.0
1_99_2013-07-05,270.0
1_99_2013-07-19,120.0
1_99_2013-07-26,50.0
2_1_2012-11-02,35991.04
2_1_2012-11-09,23151.55
2_1_2012-11-16,23151.55
2_1_2012-11-23,22947.63
2_1_2012-11-30,20911.25
2_1_2012-12-07,36300.45
2_1_2012-12-14,57822.92
2_1_2012-12-21,57822.92
2_1_2012-12-28,23350.88
2_1_2013-01-04,20481.45
2_1_2013-01-11,20481.45
2_1_2013-01-18,23088.16
2_1_2013-01-25,22833.08
2_1_2013-02-01,24591.68
2_1_2013-02-08,31773.8
2_1_2013-02-15,43413.16
2_1_2013-02-22,25613.67
2_1_2013-03-01,25562.33
2_1_2013-03-08,26025.39
2_1_2013-03-15,25613.67
2_1_2013-03-22,25613.67
2_1_2013-03-29,29885.35
2_1_2013-04-05,34070.0
2_1_2013-04-12,28442.72
2_1_2013-04-19,22568.57
2_1_2013-04-26,23261.95
2_1_2013-05-03,29525.51
2_1_2013-05-10,29606.6
2_1_2013-05-17,29547.48
2_1_2013-05-24,28160.76
2_1_2013-05-31,28423.52
2_1_2013-06-07,28716.36
2_1_2013-06-14,28806.8
2_1_2013-06-21,28423.52
2_1_2013-06-28,28806.8
2_1_2013-07-05,28160.76
2_1_2013-07-12,28705.5
2_1_2013-07-19,28160.76
2_1_2013-07-26,28160.76
2_2_2012-11-02,64137.69
2_2_2012-11-09,65225.27
2_2_2012-11-16,66350.75
2_2_2012-11-23,64808.41
2_2_2012-11-30,64808.41
2_2_2012-12-07,62524.14
2_2_2012-12-14,62758.12
2_2_2012-12-21,70852.88
2_2_2012-12-28,57846.27
2_2_2013-01-04,60069.23
2_2_2013-01-11,62505.79
2_2_2013-01-18,60069.23
2_2_2013-01-25,61500.04
2_2_2013-02-01,68851.41
2_2_2013-02-08,70768.55
2_2_2013-02-15,68851.41
2_2_2013-02-22,63447.81
2_2_2013-03-01,63447.81
2_2_2013-03-08,70027.01
2_2_2013-03-15,64137.69
2_2_2013-03-22,66273.96
2_2_2013-03-29,61562.95
2_2_2013-04-05,68851.41
2_2_2013-04-12,63984.36
2_2_2013-04-19,63778.8
2_2_2013-04-26,61960.83
2_2_2013-05-03,99759.73
2_2_2013-05-10,99771.88
2_2_2013-05-17,99771.88
2_2_2013-05-24,95111.76
2_2_2013-05-31,98674.89
2_2_2013-06-07,99771.88
2_2_2013-06-14,99771.88
2_2_2013-06-21,99771.88
2_2_2013-06-28,99771.88
2_2_2013-07-05,99771.88
2_2_2013-07-12,99771.88
2_2_2013-07-19,99771.88
2_2_2013-07-26,98684.69
2_3_2012-11-02,11417.06
2_3_2012-11-09,11931.19
2_3_2012-11-16,11508.9
2_3_2012-11-23,14173.85
2_3_2012-11-30,13327.66
2_3_2012-12-07,16697.8
2_3_2012-12-14,19171.65
2_3_2012-12-21,22841.71
2_3_2012-12-28,12310.44
2_3_2013-01-04,15678.49
2_3_2013-01-11,15678.49
2_3_2013-01-18,15257.84
2_3_2013-01-25,14828.85
2_3_2013-02-01,14626.82
2_3_2013-02-08,14626.82
2_3_2013-02-15,14479.43
2_3_2013-02-22,13016.49
2_3_2013-03-01,12796.73
2_3_2013-03-08,13102.61
2_3_2013-03-15,11969.72
2_3_2013-03-22,11194.11
2_3_2013-03-29,11969.72
2_3_2013-04-05,11584.81
2_3_2013-04-12,11664.56
2_3_2013-04-19,11178.49
2_3_2013-04-26,11499.43
2_3_2013-05-03,12496.55
2_3_2013-05-10,13999.25
2_3_2013-05-17,11451.75
2_3_2013-05-24,11018.97
2_3_2013-05-31,11110.28
2_3_2013-06-07,11451.75
2_3_2013-06-14,10684.44
2_3_2013-06-21,10635.71
2_3_2013-06-28,14645.46
2_3_2013-07-05,11614.2
2_3_2013-07-12,38070.32
2_3_2013-07-19,43033.44
2_3_2013-07-26,46341.14
2_4_2012-11-02,45833.82
2_4_2012-11-09,46654.19
2_4_2012-11-16,47936.9
2_4_2012-11-23,44676.88
2_4_2012-11-30,44295.08
2_4_2012-12-07,47834.96
2_4_2012-12-14,47834.96
2_4_2012-12-21,47834.96
2_4_2012-12-28,45254.3
2_4_2013-01-04,49377.61
2_4_2013-01-11,46926.71
2_4_2013-01-18,44344.22
2_4_2013-01-25,43649.89
2_4_2013-02-01,47662.59
2_4_2013-02-08,46926.71
2_4_2013-02-15,44531.12
2_4_2013-02-22,43907.78
2_4_2013-03-01,45833.82
2_4_2013-03-08,46926.71
2_4_2013-03-15,43727.01
2_4_2013-03-22,45655.92
2_4_2013-03-29,43907.78
2_4_2013-04-05,46298.93
2_4_2013-04-12,44568.55
2_4_2013-04-19,43727.01
2_4_2013-04-26,43477.94
2_4_2013-05-03,57022.55
2_4_2013-05-10,54500.33
2_4_2013-05-17,56211.57
2_4_2013-05-24,52931.36
2_4_2013-05-31,53113.87
2_4_2013-06-07,56299.32
2_4_2013-06-14,56299.32
2_4_2013-06-21,56738.69
2_4_2013-06-28,53436.74
2_4_2013-07-05,56299.32
2_4_2013-07-12,55759.21
2_4_2013-07-19,57022.55
2_4_2013-07-26,53134.96
2_5_2012-11-02,33162.14
2_5_2012-11-09,34451.43
2_5_2012-11-16,37148.63
2_5_2012-11-23,96763.72
2_5_2012-11-30,60991.1
2_5_2012-12-07,57558.7
2_5_2012-12-14,65153.24
2_5_2012-12-21,93904.12
2_5_2012-12-28,51509.07
2_5_2013-01-04,25398.39
2_5_2013-01-11,25254.46
2_5_2013-01-18,25272.04
2_5_2013-01-25,25254.46
2_5_2013-02-01,34211.7
2_5_2013-02-08,34211.7
2_5_2013-02-15,39231.34
2_5_2013-02-22,34626.9
2_5_2013-03-01,32307.69
2_5_2013-03-08,33190.69
2_5_2013-03-15,32855.76
2_5_2013-03-22,30384.03
2_5_2013-03-29,34386.19
2_5_2013-04-05,32855.76
2_5_2013-04-12,29229.19
2_5_2013-04-19,27269.72
2_5_2013-04-26,31507.85
2_5_2013-05-03,36070.92
2_5_2013-05-10,36270.1
2_5_2013-05-17,32861.4
2_5_2013-05-24,33721.8
2_5_2013-05-31,33721.8
2_5_2013-06-07,34164.27
2_5_2013-06-14,34164.27
2_5_2013-06-21,34164.27
2_5_2013-06-28,34480.89
2_5_2013-07-05,34164.27
2_5_2013-07-12,34164.27
2_5_2013-07-19,31927.86
2_5_2013-07-26,35328.8
2_6_2012-11-02,4794.93
2_6_2012-11-09,4864.11
2_6_2012-11-16,4918.85
2_6_2012-11-23,26167.41
2_6_2012-11-30,13473.54
2_6_2012-12-07,7411.0
2_6_2012-12-14,10377.16
2_6_2012-12-21,18931.11
2_6_2012-12-28,8905.75
2_6_2013-01-04,3065.26
2_6_2013-01-11,3471.01
2_6_2013-01-18,3471.01
2_6_2013-01-25,3697.65
2_6_2013-02-01,4647.03
2_6_2013-02-08,5239.88
2_6_2013-02-15,4612.55
2_6_2013-02-22,4769.59
2_6_2013-03-01,4314.84
2_6_2013-03-08,5019.0
2_6_2013-03-15,5440.62
2_6_2013-03-22,5675.89
2_6_2013-03-29,5269.37
2_6_2013-04-05,4636.88
2_6_2013-04-12,5019.0
2_6_2013-04-19,5301.56
2_6_2013-04-26,5204.33
2_6_2013-05-03,6898.52
2_6_2013-05-10,6826.13
2_6_2013-05-17,6963.55
2_6_2013-05-24,6567.39
2_6_2013-05-31,6919.68
2_6_2013-06-07,5863.83
2_6_2013-06-14,6872.5
2_6_2013-06-21,6919.68
2_6_2013-06-28,6201.79
2_6_2013-07-05,6515.92
2_6_2013-07-12,6919.68
2_6_2013-07-19,6919.68
2_6_2013-07-26,6323.99
2_7_2012-11-02,52930.19
2_7_2012-11-09,42776.06
2_7_2012-11-16,45828.75
2_7_2012-11-23,112946.57
2_7_2012-11-30,54219.77
2_7_2012-12-07,112946.57
2_7_2012-12-14,125080.78
2_7_2012-12-21,207052.33
2_7_2012-12-28,39697.83
2_7_2013-01-04,16722.41
2_7_2013-01-11,16722.41
2_7_2013-01-18,14913.08
2_7_2013-01-25,18248.43
2_7_2013-02-01,22087.93
2_7_2013-02-08,23803.47
2_7_2013-02-15,26766.88
2_7_2013-02-22,26766.88
2_7_2013-03-01,26636.69
2_7_2013-03-08,26636.69
2_7_2013-03-15,31696.46
2_7_2013-03-22,39074.89
2_7_2013-03-29,36391.92
2_7_2013-04-05,33272.51
2_7_2013-04-12,30152.23
2_7_2013-04-19,28571.64
2_7_2013-04-26,27478.65
2_7_2013-05-03,53098.23
2_7_2013-05-10,48726.63
2_7_2013-05-17,48638.75
2_7_2013-05-24,57751.03
2_7_2013-05-31,53098.23
2_7_2013-06-07,54156.73
2_7_2013-06-14,54156.73
2_7_2013-06-21,53840.5
2_7_2013-06-28,53098.23
2_7_2013-07-05,57751.03
2_7_2013-07-12,48726.63
2_7_2013-07-19,38298.54
2_7_2013-07-26,36696.19
2_8_2012-11-02,62315.55
2_8_2012-11-09,62955.51
2_8_2012-11-16,61775.39
2_8_2012-11-23,54314.2
2_8_2012-11-30,50224.74
2_8_2012-12-07,53817.61
2_8_2012-12-14,54508.17
2_8_2012-12-21,65341.41
2_8_2012-12-28,54508.17
2_8_2013-01-04,61222.4
2_8_2013-01-11,60375.69
2_8_2013-01-18,60268.87
2_8_2013-01-25,59764.81
2_8_2013-02-01,62315.55
2_8_2013-02-08,62315.55
2_8_2013-02-15,60268.87
2_8_2013-02-22,60268.87
2_8_2013-03-01,61456.28
2_8_2013-03-08,61533.8
2_8_2013-03-15,60268.87
2_8_2013-03-22,61029.66
2_8_2013-03-29,60268.87
2_8_2013-04-05,62315.55
2_8_2013-04-12,62084.91
2_8_2013-04-19,62084.91
2_8_2013-04-26,61222.4
2_8_2013-05-03,63656.22
2_8_2013-05-10,62826.34
2_8_2013-05-17,61588.78
2_8_2013-05-24,61952.95
2_8_2013-05-31,61952.95
2_8_2013-06-07,62910.61
2_8_2013-06-14,61952.95
2_8_2013-06-21,60673.72
2_8_2013-06-28,60202.35
2_8_2013-07-05,63423.92
2_8_2013-07-12,61372.97
2_8_2013-07-19,61775.39
2_8_2013-07-26,59545.08
2_9_2012-11-02,34790.0
2_9_2012-11-09,33227.59
2_9_2012-11-16,34771.23
2_9_2012-11-23,59187.28
2_9_2012-11-30,42097.06
2_9_2012-12-07,40147.55
2_9_2012-12-14,40147.55
2_9_2012-12-21,42709.43
2_9_2012-12-28,35351.73
2_9_2013-01-04,21078.2
2_9_2013-01-11,23354.94
2_9_2013-01-18,21078.2
2_9_2013-01-25,21564.61
2_9_2013-02-01,25213.28
2_9_2013-02-08,26580.46
2_9_2013-02-15,29831.84
2_9_2013-02-22,28186.59
2_9_2013-03-01,29831.84
2_9_2013-03-08,35526.79
2_9_2013-03-15,35665.88
2_9_2013-03-22,39796.72
2_9_2013-03-29,35665.88
2_9_2013-04-05,38294.7
2_9_2013-04-12,37671.6
2_9_2013-04-19,37707.93
2_9_2013-04-26,37671.6
2_9_2013-05-03,39796.72
2_9_2013-05-10,38294.7
2_9_2013-05-17,38850.27
2_9_2013-05-24,42097.06
2_9_2013-05-31,41054.76
2_9_2013-06-07,42097.06
2_9_2013-06-14,42097.06
2_9_2013-06-21,41354.92
2_9_2013-06-28,40477.12
2_9_2013-07-05,43472.17
2_9_2013-07-12,37168.06
2_9_2013-07-19,34945.8
2_9_2013-07-26,33467.4
2_10_2012-11-02,36939.95
2_10_2012-11-09,35721.09
2_10_2012-11-16,35721.09
2_10_2012-11-23,42192.57
2_10_2012-11-30,41698.55
2_10_2012-12-07,39676.61
2_10_2012-12-14,38389.15
2_10_2012-12-21,41665.58
2_10_2012-12-28,39567.8
2_10_2013-01-04,35507.97
2_10_2013-01-11,30674.35
2_10_2013-01-18,35507.97
2_10_2013-01-25,30702.36
2_10_2013-02-01,40129.69
2_10_2013-02-08,40209.17
2_10_2013-02-15,41403.29
2_10_2013-02-22,40176.28
2_10_2013-03-01,40209.17
2_10_2013-03-08,40209.17
2_10_2013-03-15,40029.14
2_10_2013-03-22,40029.14
2_10_2013-03-29,38850.27
2_10_2013-04-05,41357.48
2_10_2013-04-12,39335.53
2_10_2013-04-19,39143.02
2_10_2013-04-26,39143.02
2_10_2013-05-03,40029.14
2_10_2013-05-10,39541.31
2_10_2013-05-17,38850.27
2_10_2013-05-24,39541.31
2_10_2013-05-31,39611.47
2_10_2013-06-07,40477.12
2_10_2013-06-14,40029.14
2_10_2013-06-21,39611.47
2_10_2013-06-28,40477.12
2_10_2013-07-05,40691.89
2_10_2013-07-12,39123.96
2_10_2013-07-19,38744.75
2_10_2013-07-26,38850.27
2_11_2012-11-02,24016.41
2_11_2012-11-09,20560.6
2_11_2012-11-16,22271.38
2_11_2012-11-23,26977.29
2_11_2012-11-30,28214.66
2_11_2012-12-07,28037.97
2_11_2012-12-14,29507.27
2_11_2012-12-21,31706.59
2_11_2012-12-28,24372.85
2_11_2013-01-04,22272.46
2_11_2013-01-11,21944.35
2_11_2013-01-18,20660.6
2_11_2013-01-25,19829.15
2_11_2013-02-01,20226.11
2_11_2013-02-08,20533.04
2_11_2013-02-15,20229.68
2_11_2013-02-22,20007.3
2_11_2013-03-01,20793.11
2_11_2013-03-08,20229.68
2_11_2013-03-15,19113.3
2_11_2013-03-22,20560.6
2_11_2013-03-29,21167.76
2_11_2013-04-05,19829.15
2_11_2013-04-12,20007.3
2_11_2013-04-19,19744.67
2_11_2013-04-26,20137.68
2_11_2013-05-03,25599.66
2_11_2013-05-10,25079.67
2_11_2013-05-17,29562.1
2_11_2013-05-24,31510.69
2_11_2013-05-31,33090.57
2_11_2013-06-07,33090.57
2_11_2013-06-14,34707.37
2_11_2013-06-21,34715.22
2_11_2013-06-28,40677.61
2_11_2013-07-05,33509.44
2_11_2013-07-12,33509.44
2_11_2013-07-19,28293.58
2_11_2013-07-26,26316.88
2_12_2012-11-02,7172.09
2_12_2012-11-09,7395.2
2_12_2012-11-16,7027.09
2_12_2012-11-23,6163.95
2_12_2012-11-30,5899.94
2_12_2012-12-07,6701.76
2_12_2012-12-14,5327.95
2_12_2012-12-21,5942.18
2_12_2012-12-28,5205.25
2_12_2013-01-04,5230.42
2_12_2013-01-11,5673.72
2_12_2013-01-18,5279.62
2_12_2013-01-25,6003.02
2_12_2013-02-01,6319.7
2_12_2013-02-08,6341.85
2_12_2013-02-15,6341.85
2_12_2013-02-22,6825.75
2_12_2013-03-01,6629.24
2_12_2013-03-08,7620.7
2_12_2013-03-15,7739.02
2_12_2013-03-22,8093.91
2_12_2013-03-29,7395.2
2_12_2013-04-05,7728.06
2_12_2013-04-12,8029.62
2_12_2013-04-19,8142.71
2_12_2013-04-26,7680.67
2_12_2013-05-03,8969.59
2_12_2013-05-10,8948.43
2_12_2013-05-17,8997.61
2_12_2013-05-24,8803.98
2_12_2013-05-31,9032.33
2_12_2013-06-07,9124.44
2_12_2013-06-14,8988.1
2_12_2013-06-21,8803.98
2_12_2013-06-28,8894.81
2_12_2013-07-05,8596.08
2_12_2013-07-12,8988.1
2_12_2013-07-19,8803.98
2_12_2013-07-26,8803.98
2_13_2012-11-02,47892.06
2_13_2012-11-09,46514.01
2_13_2012-11-16,46317.67
2_13_2012-11-23,43820.31
2_13_2012-11-30,44953.35
2_13_2012-12-07,41300.96
2_13_2012-12-14,39745.11
2_13_2012-12-21,44715.09
2_13_2012-12-28,38064.22
2_13_2013-01-04,46230.05
2_13_2013-01-11,45416.76
2_13_2013-01-18,45159.15
2_13_2013-01-25,44727.74
2_13_2013-02-01,47817.73
2_13_2013-02-08,46869.35
2_13_2013-02-15,46172.03
2_13_2013-02-22,45159.15
2_13_2013-03-01,46471.17
2_13_2013-03-08,47129.89
2_13_2013-03-15,45528.42
2_13_2013-03-22,46537.71
2_13_2013-03-29,46514.01
2_13_2013-04-05,47817.73
2_13_2013-04-12,46317.67
2_13_2013-04-19,45528.42
2_13_2013-04-26,45272.78
2_13_2013-05-03,70087.45
2_13_2013-05-10,68081.41
2_13_2013-05-17,69264.67
2_13_2013-05-24,66077.07
2_13_2013-05-31,65179.54
2_13_2013-06-07,68554.5
2_13_2013-06-14,67224.96
2_13_2013-06-21,69190.4
2_13_2013-06-28,67284.92
2_13_2013-07-05,67119.15
2_13_2013-07-12,67224.96
2_13_2013-07-19,69190.4
2_13_2013-07-26,67185.91
2_14_2012-11-02,19940.83
2_14_2012-11-09,20507.83
2_14_2012-11-16,29749.98
2_14_2012-11-23,60464.48
2_14_2012-11-30,41531.39
2_14_2012-12-07,44013.28
2_14_2012-12-14,40981.85
2_14_2012-12-21,70482.27
2_14_2012-12-28,38998.85
2_14_2013-01-04,19828.28
2_14_2013-01-11,21255.51
2_14_2013-01-18,19331.36
2_14_2013-01-25,20063.95
2_14_2013-02-01,24060.84
2_14_2013-02-08,24240.44
2_14_2013-02-15,25035.76
2_14_2013-02-22,22353.53
2_14_2013-03-01,23286.82
2_14_2013-03-08,24234.21
2_14_2013-03-15,24234.21
2_14_2013-03-22,24234.21
2_14_2013-03-29,22120.67
2_14_2013-04-05,25121.64
2_14_2013-04-12,24344.95
2_14_2013-04-19,24366.46
2_14_2013-04-26,23018.53
2_14_2013-05-03,27783.64
2_14_2013-05-10,27135.81
2_14_2013-05-17,26779.0
2_14_2013-05-24,27088.74
2_14_2013-05-31,25825.13
2_14_2013-06-07,26620.68
2_14_2013-06-14,27161.72
2_14_2013-06-21,27161.72
2_14_2013-06-28,25126.22
2_14_2013-07-05,27503.35
2_14_2013-07-12,25410.16
2_14_2013-07-19,25669.92
2_14_2013-07-26,24437.75
2_16_2012-11-02,6855.51
2_16_2012-11-09,6689.75
2_16_2012-11-16,6237.73
2_16_2012-11-23,8400.69
2_16_2012-11-30,6233.78
2_16_2012-12-07,6327.44
2_16_2012-12-14,5540.47
2_16_2012-12-21,6237.73
2_16_2012-12-28,5540.47
2_16_2013-01-04,5822.21
2_16_2013-01-11,6390.02
2_16_2013-01-18,5894.86
2_16_2013-01-25,6766.53
2_16_2013-02-01,12100.76
2_16_2013-02-08,12100.76
2_16_2013-02-15,17710.58
2_16_2013-02-22,17710.58
2_16_2013-03-01,18477.53
2_16_2013-03-08,25803.25
2_16_2013-03-15,43870.25
2_16_2013-03-22,39796.37
2_16_2013-03-29,34604.29
2_16_2013-04-05,48083.87
2_16_2013-04-12,43993.76
2_16_2013-04-19,47384.36
2_16_2013-04-26,44976.78
2_16_2013-05-03,41073.11
2_16_2013-05-10,38713.76
2_16_2013-05-17,39029.67
2_16_2013-05-24,42166.0
2_16_2013-05-31,42413.67
2_16_2013-06-07,43931.73
2_16_2013-06-14,42413.67
2_16_2013-06-21,42060.63
2_16_2013-06-28,42060.63
2_16_2013-07-05,42413.67
2_16_2013-07-12,31468.57
2_16_2013-07-19,29330.86
2_16_2013-07-26,26907.12
2_17_2012-11-02,13980.31
2_17_2012-11-09,14189.92
2_17_2012-11-16,15024.68
2_17_2012-11-23,23049.42
2_17_2012-11-30,20782.42
2_17_2012-12-07,20782.42
2_17_2012-12-14,21383.78
2_17_2012-12-21,29690.25
2_17_2012-12-28,20782.42
2_17_2013-01-04,12926.38
2_17_2013-01-11,12642.52
2_17_2013-01-18,12642.52
2_17_2013-01-25,12628.27
2_17_2013-02-01,15024.68
2_17_2013-02-08,15610.35
2_17_2013-02-15,15962.28
2_17_2013-02-22,15962.28
2_17_2013-03-01,16166.09
2_17_2013-03-08,15962.28
2_17_2013-03-15,15851.1
2_17_2013-03-22,14189.92
2_17_2013-03-29,14084.83
2_17_2013-04-05,14623.41
2_17_2013-04-12,14189.92
2_17_2013-04-19,12642.52
2_17_2013-04-26,13730.53
2_17_2013-05-03,17227.86
2_17_2013-05-10,17020.26
2_17_2013-05-17,17201.71
2_17_2013-05-24,17606.04
2_17_2013-05-31,17201.71
2_17_2013-06-07,16890.93
2_17_2013-06-14,17201.71
2_17_2013-06-21,17606.04
2_17_2013-06-28,17201.71
2_17_2013-07-05,17586.51
2_17_2013-07-12,17606.04
2_17_2013-07-19,17606.04
2_17_2013-07-26,17201.71
2_18_2012-11-02,23564.14
2_18_2012-11-09,18993.07
2_18_2012-11-16,18993.07
2_18_2012-11-23,49045.82
2_18_2012-11-30,38692.97
2_18_2012-12-07,82779.39
2_18_2012-12-14,50865.48
2_18_2012-12-21,43311.9
2_18_2012-12-28,33573.51
2_18_2013-01-04,8419.88
2_18_2013-01-11,1700.85
2_18_2013-01-18,2088.13
2_18_2013-01-25,2345.21
2_18_2013-02-01,4159.51
2_18_2013-02-08,9827.27
2_18_2013-02-15,13324.0
2_18_2013-02-22,4146.06
2_18_2013-03-01,1853.66
2_18_2013-03-08,3297.01
2_18_2013-03-15,2764.58
2_18_2013-03-22,4321.44
2_18_2013-03-29,5961.59
2_18_2013-04-05,6429.97
2_18_2013-04-12,5765.09
2_18_2013-04-19,205.49
2_18_2013-04-26,30.1
2_18_2013-05-03,40.0
2_18_2013-05-10,20.91
2_18_2013-05-17,8.0
2_18_2013-05-24,4.45
2_18_2013-06-07,13.25
2_18_2013-06-28,11.0
2_18_2013-07-05,69.08
2_18_2013-07-19,3.94
2_18_2013-07-26,3.94
2_19_2012-11-02,3769.02
2_19_2012-11-09,3769.02
2_19_2012-11-16,3769.02
2_19_2012-11-23,3092.8
2_19_2012-11-30,3092.8
2_19_2012-12-07,4093.28
2_19_2012-12-14,3445.1
2_19_2012-12-21,3092.8
2_19_2012-12-28,3118.72
2_19_2013-01-04,3262.54
2_19_2013-01-11,3262.54
2_19_2013-01-18,3369.52
2_19_2013-01-25,3199.66
2_19_2013-02-01,3306.51
2_19_2013-02-08,3527.33
2_19_2013-02-15,3527.33
2_19_2013-02-22,3546.99
2_19_2013-03-01,3776.77
2_19_2013-03-08,3527.33
2_19_2013-03-15,3576.14
2_19_2013-03-22,3550.85
2_19_2013-03-29,3651.41
2_19_2013-04-05,3399.48
2_19_2013-04-12,3546.99
2_19_2013-04-19,3399.48
2_19_2013-04-26,3402.55
2_19_2013-05-03,3036.36
2_19_2013-05-10,2928.39
2_19_2013-05-17,2674.76
2_19_2013-05-24,2689.04
2_19_2013-05-31,2499.56
2_19_2013-06-07,2495.87
2_19_2013-06-14,2304.07
2_19_2013-06-21,2442.23
2_19_2013-06-28,2397.71
2_19_2013-07-05,2579.76
2_19_2013-07-12,2397.71
2_19_2013-07-19,2641.29
2_19_2013-07-26,2563.56
2_20_2012-11-02,4517.89
2_20_2012-11-09,4609.69
2_20_2012-11-16,4609.69
2_20_2012-11-23,9080.75
2_20_2012-11-30,8060.48
2_20_2012-12-07,7845.67
2_20_2012-12-14,5013.75
2_20_2012-12-21,8612.89
2_20_2012-12-28,5107.41
2_20_2013-01-04,5657.76
2_20_2013-01-11,5921.7
2_20_2013-01-18,4863.49
2_20_2013-01-25,5657.76
2_20_2013-02-01,6999.6
2_20_2013-02-08,6714.12
2_20_2013-02-15,6714.12
2_20_2013-02-22,6293.47
2_20_2013-03-01,6714.12
2_20_2013-03-08,6396.85
2_20_2013-03-15,5745.64
2_20_2013-03-22,6030.39
2_20_2013-03-29,5756.46
2_20_2013-04-05,6396.85
2_20_2013-04-12,5923.55
2_20_2013-04-19,5756.46
2_20_2013-04-26,5756.46
2_20_2013-05-03,8470.58
2_20_2013-05-10,7949.13
2_20_2013-05-17,8330.88
2_20_2013-05-24,8137.79
2_20_2013-05-31,8037.51
2_20_2013-06-07,8524.31
2_20_2013-06-14,8626.75
2_20_2013-06-21,8330.88
2_20_2013-06-28,8196.96
2_20_2013-07-05,8679.18
2_20_2013-07-12,8773.77
2_20_2013-07-19,8679.18
2_20_2013-07-26,8196.96
2_21_2012-11-02,8795.61
2_21_2012-11-09,8795.61
2_21_2012-11-16,8939.45
2_21_2012-11-23,12030.12
2_21_2012-11-30,9838.24
2_21_2012-12-07,10928.0
2_21_2012-12-14,12054.94
2_21_2012-12-21,14360.76
2_21_2012-12-28,8880.83
2_21_2013-01-04,8420.22
2_21_2013-01-11,8208.17
2_21_2013-01-18,8208.17
2_21_2013-01-25,7917.0
2_21_2013-02-01,8662.35
2_21_2013-02-08,8605.48
2_21_2013-02-15,8662.35
2_21_2013-02-22,8874.06
2_21_2013-03-01,8874.06
2_21_2013-03-08,8662.35
2_21_2013-03-15,8874.06
2_21_2013-03-22,8662.35
2_21_2013-03-29,8248.74
2_21_2013-04-05,8852.23
2_21_2013-04-12,8605.48
2_21_2013-04-19,8420.22
2_21_2013-04-26,8133.31
2_21_2013-05-03,8979.11
2_21_2013-05-10,8662.35
2_21_2013-05-17,8462.37
2_21_2013-05-24,8606.54
2_21_2013-05-31,8523.81
2_21_2013-06-07,8600.47
2_21_2013-06-14,8662.35
2_21_2013-06-21,8523.81
2_21_2013-06-28,8612.57
2_21_2013-07-05,8735.03
2_21_2013-07-12,8735.03
2_21_2013-07-19,8662.35
2_21_2013-07-26,8330.88
2_22_2012-11-02,13571.25
2_22_2012-11-09,13515.47
2_22_2012-11-16,13515.47
2_22_2012-11-23,26993.34
2_22_2012-11-30,26993.34
2_22_2012-12-07,20924.36
2_22_2012-12-14,24126.43
2_22_2012-12-21,27585.36
2_22_2012-12-28,22622.58
2_22_2013-01-04,13068.02
2_22_2013-01-11,11406.28
2_22_2013-01-18,11406.28
2_22_2013-01-25,11406.28
2_22_2013-02-01,20120.07
2_22_2013-02-08,20883.87
2_22_2013-02-15,21630.28
2_22_2013-02-22,17866.79
2_22_2013-03-01,15905.92
2_22_2013-03-08,17866.79
2_22_2013-03-15,14285.09
2_22_2013-03-22,11921.94
2_22_2013-03-29,11627.47
2_22_2013-04-05,11817.63
2_22_2013-04-12,11635.22
2_22_2013-04-19,11284.18
2_22_2013-04-26,11406.28
2_22_2013-05-03,16855.95
2_22_2013-05-10,17256.7
2_22_2013-05-17,17175.57
2_22_2013-05-24,17014.72
2_22_2013-05-31,17014.72
2_22_2013-06-07,16855.95
2_22_2013-06-14,15288.38
2_22_2013-06-21,17014.72
2_22_2013-06-28,17175.57
2_22_2013-07-05,17014.72
2_22_2013-07-12,17175.57
2_22_2013-07-19,17610.29
2_22_2013-07-26,17654.63
2_23_2012-11-02,31250.27
2_23_2012-11-09,29464.48
2_23_2012-11-16,30482.45
2_23_2012-11-23,37493.36
2_23_2012-11-30,33748.28
2_23_2012-12-07,34800.68
2_23_2012-12-14,24582.5
2_23_2012-12-21,51911.82
2_23_2012-12-28,24365.15
2_23_2013-01-04,25829.07
2_23_2013-01-11,19634.21
2_23_2013-01-18,23282.0
2_23_2013-01-25,19268.63
2_23_2013-02-01,22369.78
2_23_2013-02-08,26777.62
2_23_2013-02-15,26863.95
2_23_2013-02-22,26863.95
2_23_2013-03-01,27677.65
2_23_2013-03-08,26863.95
2_23_2013-03-15,28185.45
2_23_2013-03-22,27119.98
2_23_2013-03-29,26777.62
2_23_2013-04-05,27934.15
2_23_2013-04-12,27718.98
2_23_2013-04-19,27677.65
2_23_2013-04-26,26617.52
2_23_2013-05-03,43425.18
2_23_2013-05-10,43427.11
2_23_2013-05-17,43427.11
